Train_ID,Train_Number,Train_Name,Train_Type,Source_Station,Destination_Station,Distance_KM,Service_Frequency,Zone_Code,Start_Time,End_Time
616,12616,Guwahati Superfast Express,Superfast,NE06,NF03,1815,Weekly,NFR,02:48,04:26
617,12617,Jaipur Mail Express,Mail,NF01,NF06,1099,Bi-weekly,NWR,18:16,05:20
618,12618,Secunderabad Passenger Express,Passenger,NF04,NW01,917,Daily,SCR,04:10,05:28
619,12619,Bilaspur Vande Bharat Express,Vande Bharat,NF07,NW04,876,Weekly,SECR,09:43,05:54
620,12620,Kolkata Express Express,Express,NW02,NW07,1824,Bi-weekly,SER,04:18,04:16
621,12621,Hubballi Superfast Express,Superfast,NW05,SC02,927,Daily,SWR,03:00,10:42
622,12622,Chennai Mail Express,Mail,NW08,SC05,782,Weekly,SR,19:22,20:14
623,12623,Jabalpur Passenger Express,Passenger,SC03,SC08,1331,Bi-weekly,WCR,17:03,21:21
624,12624,Mumbai Vande Bharat Express,Vande Bharat,SC06,SE03,1235,Daily,WR,14:38,00:52
625,12625,Mumbai Express Express,Express,SE01,SE06,1526,Weekly,CR,22:28,14:26
626,12626,Kolkata Superfast Express,Superfast,SE04,SE01,2144,Bi-weekly,ER,19:54,11:47
627,12627,Hajipur Mail Express,Mail,SE07,SE04,912,Daily,ECR,10:45,01:42
628,12628,Bhubaneswar Passenger Express,Passenger,SE02,SE07,116,Weekly,ECoR,13:28,10:29
629,12629,New Delhi Vande Bharat Express,Vande Bharat,SE05,SW02,1221,Bi-weekly,NR,09:27,13:45
630,12630,Prayagraj Express Express,Express,SE08,SW05,1361,Daily,NCR,14:50,22:06
631,12631,Gorakhpur Superfast Express,Superfast,SW03,SW08,1733,Weekly,NER,05:11,18:04
632,12632,Guwahati Mail Express,Mail,SW06,SR03,2046,Bi-weekly,NFR,17:59,15:52
633,12633,Jaipur Passenger Express,Passenger,SR01,SR06,355,Daily,NWR,20:09,07:07
634,12634,Secunderabad Vande Bharat Express,Vande Bharat,SR04,WC01,1011,Weekly,SCR,17:16,18:36
635,12635,Bilaspur Express Express,Express,SR07,WC04,1539,Bi-weekly,SECR,21:25,07:59
636,12636,Kolkata Superfast Express,Superfast,WC02,WC07,1372,Daily,SER,14:17,04:10
637,12637,Hubballi Mail Express,Mail,WC05,WR02,598,Weekly,SWR,04:44,01:37
638,12638,Chennai Passenger Express,Passenger,WC08,WR05,2282,Bi-weekly,SR,17:24,01:50
639,12639,Jabalpur Vande Bharat Express,Vande Bharat,WR03,WR08,87,Daily,WCR,15:40,04:44
640,12640,Mumbai Express Express,Express,WR06,CR03,487,Weekly,WR,05:48,22:15
641,12641,Mumbai Superfast Express,Superfast,CR01,CR06,2217,Bi-weekly,CR,21:46,03:17
642,12642,Kolkata Mail Express,Mail,CR04,ER01,1652,Daily,ER,22:48,09:14
643,12643,Hajipur Passenger Express,Passenger,CR07,ER04,2307,Weekly,ECR,06:20,22:33
644,12644,Bhubaneswar Vande Bharat Express,Vande Bharat,ER02,ER07,693,Bi-weekly,ECoR,00:25,22:25
645,12645,New Delhi Express Express,Express,ER05,EC02,1702,Daily,NR,05:46,17:36
646,12646,Prayagraj Superfast Express,Superfast,ER08,EC05,1870,Weekly,NCR,13:22,16:50
647,12647,Gorakhpur Mail Express,Mail,EC03,EC08,2031,Bi-weekly,NER,04:40,00:34
648,12648,Guwahati Passenger Express,Passenger,EC06,EC03,1405,Daily,NFR,08:59,20:02
649,12649,Jaipur Vande Bharat Express,Vande Bharat,EC01,EC06,564,Weekly,NWR,04:53,11:43
650,12650,Secunderabad Express Express,Express,EC04,NR01,1959,Bi-weekly,SCR,17:05,03:23
651,12651,Bilaspur Superfast Express,Superfast,EC07,NR04,865,Daily,SECR,17:09,08:14
652,12652,Kolkata Mail Express,Mail,NR02,NR07,518,Weekly,SER,03:11,12:24
653,12653,Hubballi Passenger Express,Passenger,NR05,NC02,1089,Bi-weekly,SWR,11:44,19:31
654,12654,Chennai Vande Bharat Express,Vande Bharat,NR08,NC05,1570,Daily,SR,16:41,03:58
655,12655,Jabalpur Express Express,Express,NC03,NC08,462,Weekly,WCR,09:39,09:14
656,12656,Mumbai Superfast Express,Superfast,NC06,NE03,2222,Bi-weekly,WR,01:14,22:43
657,12657,Mumbai Mail Express,Mail,NE01,NE06,281,Daily,CR,17:58,02:24
658,12658,Kolkata Passenger Express,Passenger,NE04,NF01,1166,Weekly,ER,03:12,03:11
659,12659,Hajipur Vande Bharat Express,Vande Bharat,NE07,NF04,1016,Bi-weekly,ECR,10:14,06:11
660,12660,Bhubaneswar Express Express,Express,NF02,NF07,1926,Daily,ECoR,04:54,12:48
661,12661,New Delhi Superfast Express,Superfast,NF05,NW02,1556,Weekly,NR,06:36,06:07
662,12662,Prayagraj Mail Express,Mail,NF08,NW05,670,Bi-weekly,NCR,06:08,00:56
663,12663,Gorakhpur Passenger Express,Passenger,NW03,NW08,1271,Daily,NER,09:55,05:24
664,12664,Guwahati Vande Bharat Express,Vande Bharat,NW06,SC03,2044,Weekly,NFR,14:23,05:02
665,12665,Jaipur Express Express,Express,SC01,SC06,277,Bi-weekly,NWR,03:47,14:26
666,12666,Secunderabad Superfast Express,Superfast,SC04,SE01,1896,Daily,SCR,03:12,09:55
667,12667,Bilaspur Mail Express,Mail,SC07,SE04,1505,Weekly,SECR,19:14,19:04
668,12668,Kolkata Passenger Express,Passenger,SE02,SE07,608,Bi-weekly,SER,12:03,19:52
669,12669,Hubballi Vande Bharat Express,Vande Bharat,SE05,SE02,1336,Daily,SWR,07:05,14:32
670,12670,Chennai Express Express,Express,SE08,SE05,1843,Weekly,SR,13:07,02:46
671,12671,Jabalpur Superfast Express,Superfast,SE03,SE08,448,Bi-weekly,WCR,21:06,16:58
672,12672,Mumbai Mail Express,Mail,SE06,SW03,1103,Daily,WR,01:52,04:31
673,12673,Mumbai Passenger Express,Passenger,SW01,SW06,2364,Weekly,CR,17:02,18:09
674,12674,Kolkata Vande Bharat Express,Vande Bharat,SW04,SR01,1818,Bi-weekly,ER,14:17,09:07
675,12675,Hajipur Express Express,Express,SW07,SR04,2369,Daily,ECR,05:18,11:40
676,12676,Bhubaneswar Superfast Express,Superfast,SR02,SR07,1252,Weekly,ECoR,11:34,19:23
677,12677,New Delhi Mail Express,Mail,SR05,WC02,2010,Bi-weekly,NR,18:57,21:47
678,12678,Prayagraj Passenger Express,Passenger,SR08,WC05,652,Daily,NCR,17:44,06:40
679,12679,Gorakhpur Vande Bharat Express,Vande Bharat,WC03,WC08,666,Weekly,NER,12:47,04:20
680,12680,Guwahati Express Express,Express,WC06,WR03,1924,Bi-weekly,NFR,10:57,00:43
681,12681,Jaipur Superfast Express,Superfast,WR01,WR06,1968,Daily,NWR,21:09,22:23
682,12682,Secunderabad Mail Express,Mail,WR04,CR01,896,Weekly,SCR,08:38,15:28
683,12683,Bilaspur Passenger Express,Passenger,WR07,CR04,244,Bi-weekly,SECR,22:13,02:35
684,12684,Kolkata Vande Bharat Express,Vande Bharat,CR02,CR07,1036,Daily,SER,14:52,02:17
685,12685,Hubballi Express Express,Express,CR05,ER02,1278,Weekly,SWR,18:36,08:36
686,12686,Chennai Superfast Express,Superfast,CR08,ER05,2353,Bi-weekly,SR,11:53,17:18
687,12687,Jabalpur Mail Express,Mail,ER03,ER08,658,Daily,WCR,17:12,07:14
688,12688,Mumbai Passenger Express,Passenger,ER06,EC03,1486,Weekly,WR,06:39,21:49
689,12689,Mumbai Vande Bharat Express,Vande Bharat,EC01,EC06,2279,Bi-weekly,CR,00:27,05:55
690,12690,Kolkata Express Express,Express,EC04,EC01,1731,Daily,ER,07:33,13:29
691,12691,Hajipur Superfast Express,Superfast,EC07,EC04,1180,Weekly,ECR,01:27,08:49
692,12692,Bhubaneswar Mail Express,Mail,EC02,EC07,2087,Bi-weekly,ECoR,17:01,19:23
693,12693,New Delhi Passenger Express,Passenger,EC05,NR02,1045,Daily,NR,21:52,01:21
694,12694,Prayagraj Vande Bharat Express,Vande Bharat,EC08,NR05,1819,Weekly,NCR,12:15,12:51
695,12695,Gorakhpur Express Express,Express,NR03,NR08,598,Bi-weekly,NER,17:44,20:17
696,12696,Guwahati Superfast Express,Superfast,NR06,NC03,580,Daily,NFR,12:31,09:46
697,12697,Jaipur Mail Express,Mail,NC01,NC06,1933,Weekly,NWR,05:47,05:24
698,12698,Secunderabad Passenger Express,Passenger,NC04,NE01,143,Bi-weekly,SCR,07:57,10:42
699,12699,Bilaspur Vande Bharat Express,Vande Bharat,NC07,NE04,330,Daily,SECR,14:22,17:55
700,12700,Kolkata Express Express,Express,NE02,NE07,1313,Weekly,SER,02:28,02:26
701,12701,Hubballi Superfast Express,Superfast,NE05,NF02,221,Bi-weekly,SWR,14:18,04:01
702,12702,Chennai Mail Express,Mail,NE08,NF05,2140,Daily,SR,19:48,01:20
703,12703,Jabalpur Passenger Express,Passenger,NF03,NF08,2333,Weekly,WCR,13:07,03:15
704,12704,Mumbai Vande Bharat Express,Vande Bharat,NF06,NW03,2335,Bi-weekly,WR,03:54,15:55
705,12705,Mumbai Express Express,Express,NW01,NW06,1996,Daily,CR,07:49,03:17
706,12706,Kolkata Superfast Express,Superfast,NW04,SC01,571,Weekly,ER,03:05,04:07
707,12707,Hajipur Mail Express,Mail,NW07,SC04,962,Bi-weekly,ECR,01:03,22:05
708,12708,Bhubaneswar Passenger Express,Passenger,SC02,SC07,251,Daily,ECoR,00:07,12:49
709,12709,New Delhi Vande Bharat Express,Vande Bharat,SC05,SE02,1784,Weekly,NR,13:05,17:02
710,12710,Prayagraj Express Express,Express,SC08,SE05,1543,Bi-weekly,NCR,09:52,07:38
711,12711,Gorakhpur Superfast Express,Superfast,SE03,SE08,1100,Daily,NER,12:56,16:24
712,12712,Guwahati Mail Express,Mail,SE06,SE03,1117,Weekly,NFR,16:20,03:28
713,12713,Jaipur Passenger Express,Passenger,SE01,SE06,238,Bi-weekly,NWR,03:25,18:46
714,12714,Secunderabad Vande Bharat Express,Vande Bharat,SE04,SW01,684,Daily,SCR,09:09,17:14
715,12715,Bilaspur Express Express,Express,SE07,SW04,1934,Weekly,SECR,19:41,07:57
716,12716,Kolkata Superfast Express,Superfast,SW02,SW07,1671,Bi-weekly,SER,14:51,20:04
717,12717,Hubballi Mail Express,Mail,SW05,SR02,2125,Daily,SWR,17:12,07:45
718,12718,Chennai Passenger Express,Passenger,SW08,SR05,582,Weekly,SR,10:41,14:54
719,12719,Jabalpur Vande Bharat Express,Vande Bharat,SR03,SR08,338,Bi-weekly,WCR,06:59,13:14
720,12720,Mumbai Express Express,Express,SR06,WC03,752,Daily,WR,07:33,06:37
721,12721,Mumbai Superfast Express,Superfast,WC01,WC06,1113,Weekly,CR,14:09,14:55
722,12722,Kolkata Mail Express,Mail,WC04,WR01,393,Bi-weekly,ER,07:41,14:40
723,12723,Hajipur Passenger Express,Passenger,WC07,WR04,1378,Daily,ECR,15:36,01:45
724,12724,Bhubaneswar Vande Bharat Express,Vande Bharat,WR02,WR07,1116,Weekly,ECoR,01:24,10:05
725,12725,New Delhi Express Express,Express,WR05,CR02,2390,Bi-weekly,NR,05:19,10:49
726,12726,Prayagraj Superfast Express,Superfast,WR08,CR05,1803,Daily,NCR,17:14,19:49
727,12727,Gorakhpur Mail Express,Mail,CR03,CR08,1156,Weekly,NER,12:02,17:57
728,12728,Guwahati Passenger Express,Passenger,CR06,ER03,1176,Bi-weekly,NFR,12:29,01:37
729,12729,Jaipur Vande Bharat Express,Vande Bharat,ER01,ER06,1753,Daily,NWR,21:55,11:57
730,12730,Secunderabad Express Express,Express,ER04,EC01,1306,Weekly,SCR,14:36,22:44
731,12731,Bilaspur Superfast Express,Superfast,ER07,EC04,358,Bi-weekly,SECR,01:24,11:40
732,12732,Kolkata Mail Express,Mail,EC02,EC07,1197,Daily,SER,11:55,07:29
733,12733,Hubballi Passenger Express,Passenger,EC05,EC02,1373,Weekly,SWR,10:58,22:30
734,12734,Chennai Vande Bharat Express,Vande Bharat,EC08,EC05,1125,Bi-weekly,SR,13:10,09:13
735,12735,Jabalpur Express Express,Express,EC03,EC08,414,Daily,WCR,02:35,00:38
736,12736,Mumbai Superfast Express,Superfast,EC06,NR03,1082,Weekly,WR,08:46,12:44
737,12737,Mumbai Mail Express,Mail,NR01,NR06,1725,Bi-weekly,CR,00:12,13:58
738,12738,Kolkata Passenger Express,Passenger,NR04,NC01,437,Daily,ER,02:56,22:10
739,12739,Hajipur Vande Bharat Express,Vande Bharat,NR07,NC04,1011,Weekly,ECR,14:11,07:23
740,12740,Bhubaneswar Express Express,Express,NC02,NC07,1568,Bi-weekly,ECoR,07:24,06:45
741,12741,New Delhi Superfast Express,Superfast,NC05,NE02,435,Daily,NR,05:14,20:56
742,12742,Prayagraj Mail Express,Mail,NC08,NE05,1240,Weekly,NCR,03:45,11:50
743,12743,Gorakhpur Passenger Express,Passenger,NE03,NE08,915,Bi-weekly,NER,22:48,05:43
744,12744,Guwahati Vande Bharat Express,Vande Bharat,NE06,NF03,745,Daily,NFR,08:15,15:15
745,12745,Jaipur Express Express,Express,NF01,NF06,1562,Weekly,NWR,13:45,22:00
746,12746,Secunderabad Superfast Express,Superfast,NF04,NW01,2377,Bi-weekly,SCR,02:31,07:38
747,12747,Bilaspur Mail Express,Mail,NF07,NW04,1754,Daily,SECR,19:24,21:19
748,12748,Kolkata Passenger Express,Passenger,NW02,NW07,552,Weekly,SER,08:31,15:49
749,12749,Hubballi Vande Bharat Express,Vande Bharat,NW05,SC02,601,Bi-weekly,SWR,06:56,10:14
750,12750,Chennai Express Express,Express,NW08,SC05,2366,Daily,SR,10:59,21:54
751,12751,Jabalpur Superfast Express,Superfast,SC03,SC08,1429,Weekly,WCR,18:57,06:02
752,12752,Mumbai Mail Express,Mail,SC06,SE03,824,Bi-weekly,WR,14:32,01:33
753,12753,Mumbai Passenger Express,Passenger,SE01,SE06,484,Daily,CR,11:34,14:24
754,12754,Kolkata Vande Bharat Express,Vande Bharat,SE04,SE01,1027,Weekly,ER,15:44,18:20
755,12755,Hajipur Express Express,Express,SE07,SE04,1063,Bi-weekly,ECR,07:31,02:25
756,12756,Bhubaneswar Superfast Express,Superfast,SE02,SE07,517,Daily,ECoR,12:51,22:26
757,12757,New Delhi Mail Express,Mail,SE05,SW02,210,Weekly,NR,05:06,17:59
758,12758,Prayagraj Passenger Express,Passenger,SE08,SW05,1365,Bi-weekly,NCR,04:01,22:18
759,12759,Gorakhpur Vande Bharat Express,Vande Bharat,SW03,SW08,339,Daily,NER,04:15,15:53
760,12760,Guwahati Express Express,Express,SW06,SR03,718,Weekly,NFR,15:03,00:03
761,12761,Jaipur Superfast Express,Superfast,SR01,SR06,2221,Bi-weekly,NWR,13:48,00:01
762,12762,Secunderabad Mail Express,Mail,SR04,WC01,2049,Daily,SCR,02:09,11:36
763,12763,Bilaspur Passenger Express,Passenger,SR07,WC04,611,Weekly,SECR,10:40,10:22
764,12764,Kolkata Vande Bharat Express,Vande Bharat,WC02,WC07,246,Bi-weekly,SER,10:48,14:53
765,12765,Hubballi Express Express,Express,WC05,WR02,372,Daily,SWR,00:32,04:35
766,12766,Chennai Superfast Express,Superfast,WC08,WR05,2177,Weekly,SR,07:32,15:09
767,12767,Jabalpur Mail Express,Mail,WR03,WR08,2161,Bi-weekly,WCR,04:48,15:08
768,12768,Mumbai Passenger Express,Passenger,WR06,CR03,1761,Daily,WR,04:35,22:57
769,12769,Mumbai Vande Bharat Express,Vande Bharat,CR01,CR06,2101,Weekly,CR,11:33,06:55
770,12770,Kolkata Express Express,Express,CR04,ER01,1187,Bi-weekly,ER,17:21,17:13
771,12771,Hajipur Superfast Express,Superfast,CR07,ER04,1782,Daily,ECR,01:06,08:28
772,12772,Bhubaneswar Mail Express,Mail,ER02,ER07,1730,Weekly,ECoR,08:01,07:26
773,12773,New Delhi Passenger Express,Passenger,ER05,EC02,1341,Bi-weekly,NR,14:14,14:37
774,12774,Prayagraj Vande Bharat Express,Vande Bharat,ER08,EC05,1881,Daily,NCR,12:48,05:42
775,12775,Gorakhpur Express Express,Express,EC03,EC08,186,Weekly,NER,02:51,10:37
776,12776,Guwahati Superfast Express,Superfast,EC06,EC03,1479,Bi-weekly,NFR,15:14,04:02
777,12777,Jaipur Mail Express,Mail,EC01,EC06,2086,Daily,NWR,05:34,10:09
778,12778,Secunderabad Passenger Express,Passenger,EC04,NR01,1040,Weekly,SCR,01:10,03:49
779,12779,Bilaspur Vande Bharat Express,Vande Bharat,EC07,NR04,1396,Bi-weekly,SECR,21:26,04:36
780,12780,Kolkata Express Express,Express,NR02,NR07,2236,Daily,SER,12:01,06:55
781,12781,Hubballi Superfast Express,Superfast,NR05,NC02,1282,Weekly,SWR,21:30,00:52
782,12782,Chennai Mail Express,Mail,NR08,NC05,1850,Bi-weekly,SR,16:58,04:54
783,12783,Jabalpur Passenger Express,Passenger,NC03,NC08,619,Daily,WCR,22:11,12:47
784,12784,Mumbai Vande Bharat Express,Vande Bharat,NC06,NE03,261,Weekly,WR,01:50,01:36
785,12785,Mumbai Express Express,Express,NE01,NE06,2256,Bi-weekly,CR,14:28,09:38
786,12786,Kolkata Superfast Express,Superfast,NE04,NF01,1406,Daily,ER,11:09,15:44
787,12787,Hajipur Mail Express,Mail,NE07,NF04,1724,Weekly,ECR,01:42,16:11
788,12788,Bhubaneswar Passenger Express,Passenger,NF02,NF07,2049,Bi-weekly,ECoR,12:28,16:30
789,12789,New Delhi Vande Bharat Express,Vande Bharat,NF05,NW02,1343,Daily,NR,07:55,22:07
790,12790,Prayagraj Express Express,Express,NF08,NW05,1780,Weekly,NCR,00:22,22:10
791,12791,Gorakhpur Superfast Express,Superfast,NW03,NW08,954,Bi-weekly,NER,05:43,10:35
792,12792,Guwahati Mail Express,Mail,NW06,SC03,2266,Daily,NFR,11:44,02:12
793,12793,Jaipur Passenger Express,Passenger,SC01,SC06,2276,Weekly,NWR,19:39,08:11
794,12794,Secunderabad Vande Bharat Express,Vande Bharat,SC04,SE01,2055,Bi-weekly,SCR,18:14,13:37
795,12795,Bilaspur Express Express,Express,SC07,SE04,1187,Daily,SECR,21:07,05:05
796,12796,Kolkata Superfast Express,Superfast,SE02,SE07,1687,Weekly,SER,14:59,12:09
797,12797,Hubballi Mail Express,Mail,SE05,SE02,1126,Bi-weekly,SWR,02:40,15:51
798,12798,Chennai Passenger Express,Passenger,SE08,SE05,868,Daily,SR,07:04,09:28
799,12799,Jabalpur Vande Bharat Express,Vande Bharat,SE03,SE08,1830,Weekly,WCR,17:08,06:30
800,12800,Mumbai Express Express,Express,SE06,SW03,857,Bi-weekly,WR,00:50,16:31
801,12801,Mumbai Superfast Express,Superfast,SW01,SW06,816,Daily,CR,19:02,10:48
802,12802,Kolkata Mail Express,Mail,SW04,SR01,2290,Weekly,ER,05:39,04:06
803,12803,Hajipur Passenger Express,Passenger,SW07,SR04,899,Bi-weekly,ECR,20:41,11:16
804,12804,Bhubaneswar Vande Bharat Express,Vande Bharat,SR02,SR07,408,Daily,ECoR,06:09,04:41
805,12805,New Delhi Express Express,Express,SR05,WC02,387,Weekly,NR,01:32,06:27
806,12806,Prayagraj Superfast Express,Superfast,SR08,WC05,404,Bi-weekly,NCR,04:26,15:24
807,12807,Gorakhpur Mail Express,Mail,WC03,WC08,1336,Daily,NER,12:16,06:25
808,12808,Guwahati Passenger Express,Passenger,WC06,WR03,154,Weekly,NFR,15:36,07:22
809,12809,Jaipur Vande Bharat Express,Vande Bharat,WR01,WR06,842,Bi-weekly,NWR,14:45,02:24
810,12810,Secunderabad Express Express,Express,WR04,CR01,111,Daily,SCR,10:14,07:27
811,12811,Bilaspur Superfast Express,Superfast,WR07,CR04,831,Weekly,SECR,09:45,18:00
812,12812,Kolkata Mail Express,Mail,CR02,CR07,956,Bi-weekly,SER,19:31,04:35
813,12813,Hubballi Passenger Express,Passenger,CR05,ER02,416,Daily,SWR,00:37,11:45
814,12814,Chennai Vande Bharat Express,Vande Bharat,CR08,ER05,880,Weekly,SR,19:25,16:06
815,12815,Jabalpur Express Express,Express,ER03,ER08,305,Bi-weekly,WCR,18:50,21:19
816,12816,Mumbai Superfast Express,Superfast,ER06,EC03,131,Daily,WR,22:36,05:45
817,12817,Mumbai Mail Express,Mail,EC01,EC06,2177,Weekly,CR,06:46,18:30
818,12818,Kolkata Passenger Express,Passenger,EC04,EC01,1547,Bi-weekly,ER,06:55,22:58
819,12819,Hajipur Vande Bharat Express,Vande Bharat,EC07,EC04,1790,Daily,ECR,00:21,10:57
820,12820,Bhubaneswar Express Express,Express,EC02,EC07,1349,Weekly,ECoR,12:08,18:20
821,12821,New Delhi Superfast Express,Superfast,EC05,NR02,293,Bi-weekly,NR,22:11,00:04
822,12822,Prayagraj Mail Express,Mail,EC08,NR05,1129,Daily,NCR,02:50,11:19
823,12823,Gorakhpur Passenger Express,Passenger,NR03,NR08,87,Weekly,NER,11:09,22:17
824,12824,Guwahati Vande Bharat Express,Vande Bharat,NR06,NC03,1181,Bi-weekly,NFR,00:07,04:03
825,12825,Jaipur Express Express,Express,NC01,NC06,1764,Daily,NWR,21:59,06:47
826,12826,Secunderabad Superfast Express,Superfast,NC04,NE01,1249,Weekly,SCR,01:05,12:25
827,12827,Bilaspur Mail Express,Mail,NC07,NE04,99,Bi-weekly,SECR,21:43,11:59
828,12828,Kolkata Passenger Express,Passenger,NE02,NE07,2333,Daily,SER,22:15,20:30
829,12829,Hubballi Vande Bharat Express,Vande Bharat,NE05,NF02,1764,Weekly,SWR,19:09,10:07
830,12830,Chennai Express Express,Express,NE08,NF05,728,Bi-weekly,SR,09:51,19:23
831,12831,Jabalpur Superfast Express,Superfast,NF03,NF08,843,Daily,WCR,12:54,22:13
832,12832,Mumbai Mail Express,Mail,NF06,NW03,512,Weekly,WR,16:18,04:01
833,12833,Mumbai Passenger Express,Passenger,NW01,NW06,1015,Bi-weekly,CR,09:33,04:42
834,12834,Kolkata Vande Bharat Express,Vande Bharat,NW04,SC01,1657,Daily,ER,10:10,11:40
835,12835,Hajipur Express Express,Express,NW07,SC04,944,Weekly,ECR,06:30,08:24
836,12836,Bhubaneswar Superfast Express,Superfast,SC02,SC07,889,Bi-weekly,ECoR,06:43,10:27
837,12837,New Delhi Mail Express,Mail,SC05,SE02,1595,Daily,NR,08:06,19:03
838,12838,Prayagraj Passenger Express,Passenger,SC08,SE05,1406,Weekly,NCR,06:12,00:54
839,12839,Gorakhpur Vande Bharat Express,Vande Bharat,SE03,SE08,1075,Bi-weekly,NER,07:44,00:33
840,12840,Guwahati Express Express,Express,SE06,SE03,1227,Daily,NFR,12:07,21:14
841,12841,Jaipur Superfast Express,Superfast,SE01,SE06,1654,Weekly,NWR,17:20,03:17
842,12842,Secunderabad Mail Express,Mail,SE04,SW01,1952,Bi-weekly,SCR,20:56,05:36
843,12843,Bilaspur Passenger Express,Passenger,SE07,SW04,430,Daily,SECR,16:24,16:41
844,12844,Kolkata Vande Bharat Express,Vande Bharat,SW02,SW07,2383,Weekly,SER,11:20,12:09
845,12845,Hubballi Express Express,Express,SW05,SR02,339,Bi-weekly,SWR,11:49,12:46
846,12846,Chennai Superfast Express,Superfast,SW08,SR05,492,Daily,SR,10:36,07:00
847,12847,Jabalpur Mail Express,Mail,SR03,SR08,250,Weekly,WCR,21:36,06:15
848,12848,Mumbai Passenger Express,Passenger,SR06,WC03,171,Bi-weekly,WR,21:06,17:14
849,12849,Mumbai Vande Bharat Express,Vande Bharat,WC01,WC06,858,Daily,CR,06:49,00:21
850,12850,Kolkata Express Express,Express,WC04,WR01,728,Weekly,ER,06:11,20:22
851,12851,Hajipur Superfast Express,Superfast,WC07,WR04,1050,Bi-weekly,ECR,08:58,07:20
852,12852,Bhubaneswar Mail Express,Mail,WR02,WR07,840,Daily,ECoR,07:05,13:01
853,12853,New Delhi Passenger Express,Passenger,WR05,CR02,604,Weekly,NR,04:17,17:35
854,12854,Prayagraj Vande Bharat Express,Vande Bharat,WR08,CR05,2378,Bi-weekly,NCR,08:55,01:30
855,12855,Gorakhpur Express Express,Express,CR03,CR08,1933,Daily,NER,12:55,07:01
856,12856,Guwahati Superfast Express,Superfast,CR06,ER03,1875,Weekly,NFR,01:45,16:50
857,12857,Jaipur Mail Express,Mail,ER01,ER06,1191,Bi-weekly,NWR,20:10,09:07
858,12858,Secunderabad Passenger Express,Passenger,ER04,EC01,1859,Daily,SCR,16:48,17:18
859,12859,Bilaspur Vande Bharat Express,Vande Bharat,ER07,EC04,237,Weekly,SECR,21:29,02:55
860,12860,Kolkata Express Express,Express,EC02,EC07,2386,Bi-weekly,SER,10:46,00:05
861,12861,Hubballi Superfast Express,Superfast,EC05,EC02,721,Daily,SWR,15:08,00:40
862,12862,Chennai Mail Express,Mail,EC08,EC05,1866,Weekly,SR,17:47,18:36
863,12863,Jabalpur Passenger Express,Passenger,EC03,EC08,1285,Bi-weekly,WCR,19:20,02:45
864,12864,Mumbai Vande Bharat Express,Vande Bharat,EC06,NR03,720,Daily,WR,22:24,19:02
865,12865,Mumbai Express Express,Express,NR01,NR06,1609,Weekly,CR,10:27,06:58
866,12866,Kolkata Superfast Express,Superfast,NR04,NC01,991,Bi-weekly,ER,19:25,01:52
867,12867,Hajipur Mail Express,Mail,NR07,NC04,509,Daily,ECR,06:51,20:55
868,12868,Bhubaneswar Passenger Express,Passenger,NC02,NC07,1068,Weekly,ECoR,17:19,17:30
869,12869,New Delhi Vande Bharat Express,Vande Bharat,NC05,NE02,200,Bi-weekly,NR,09:28,05:22
870,12870,Prayagraj Express Express,Express,NC08,NE05,1246,Daily,NCR,01:09,17:21
871,12871,Gorakhpur Superfast Express,Superfast,NE03,NE08,1491,Weekly,NER,13:33,09:28
872,12872,Guwahati Mail Express,Mail,NE06,NF03,1991,Bi-weekly,NFR,22:15,15:58
873,12873,Jaipur Passenger Express,Passenger,NF01,NF06,97,Daily,NWR,18:29,22:34
874,12874,Secunderabad Vande Bharat Express,Vande Bharat,NF04,NW01,2024,Weekly,SCR,03:08,21:31
875,12875,Bilaspur Express Express,Express,NF07,NW04,1375,Bi-weekly,SECR,03:13,18:18
876,12876,Kolkata Superfast Express,Superfast,NW02,NW07,1435,Daily,SER,07:15,03:55
877,12877,Hubballi Mail Express,Mail,NW05,SC02,2260,Weekly,SWR,02:21,12:22
878,12878,Chennai Passenger Express,Passenger,NW08,SC05,1752,Bi-weekly,SR,05:03,07:35
879,12879,Jabalpur Vande Bharat Express,Vande Bharat,SC03,SC08,499,Daily,WCR,18:00,01:30
880,12880,Mumbai Express Express,Express,SC06,SE03,1268,Weekly,WR,06:15,01:39
881,12881,Mumbai Superfast Express,Superfast,SE01,SE06,959,Bi-weekly,CR,02:23,21:15
882,12882,Kolkata Mail Express,Mail,SE04,SE01,2155,Daily,ER,05:11,05:19
883,12883,Hajipur Passenger Express,Passenger,SE07,SE04,359,Weekly,ECR,13:20,16:29
884,12884,Bhubaneswar Vande Bharat Express,Vande Bharat,SE02,SE07,1106,Bi-weekly,ECoR,10:09,16:06
885,12885,New Delhi Express Express,Express,SE05,SW02,1753,Daily,NR,22:45,10:18
886,12886,Prayagraj Superfast Express,Superfast,SE08,SW05,2104,Weekly,NCR,05:28,17:55
887,12887,Gorakhpur Mail Express,Mail,SW03,SW08,2216,Bi-weekly,NER,02:53,02:35
888,12888,Guwahati Passenger Express,Passenger,SW06,SR03,2236,Daily,NFR,15:56,07:18
889,12889,Jaipur Vande Bharat Express,Vande Bharat,SR01,SR06,836,Weekly,NWR,08:40,10:44
890,12890,Secunderabad Express Express,Express,SR04,WC01,1045,Bi-weekly,SCR,07:11,12:53
891,12891,Bilaspur Superfast Express,Superfast,SR07,WC04,2072,Daily,SECR,05:28,16:36
